label,oracle_cloud_infrastructure_foundations_associate,aws_certified_cloud_practitioner,aws_certified_solutions_architect_-_associate1,aws_cloud_practitioner,mta_security_fundamentals,mta_python,google_cloud_certified_associate_cloud_engineer,mta_java,microsoft_azure_fundamentals,junipernetworksjnciajunosjn0103certifiedassociate,mta49,thub,owl_coder,hero_vired,both,photoshop,unreal_engine,react_js,bootstrap,cloud,python,java_script,express_js,c++,sql,maya,blender,css,c#,c
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,27
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,49,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,34,21,0,6,0,0,19,0,0,0,5,0,0,0,7,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,34
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,66,0,0,0,0,0,58,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,79,91,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,64,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,70,0,0,0,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,73,0,0,90,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,90,0,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,92,0,0
delphi_tvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,76,0,0,0,0
deltax,0,72,0,0,0,0,0,0,0,0,0,67,65,0,0,0,0,60,0,0,0,0,45,49,0,0,0,0,0,0
digitaltrust,0,53,0,44,0,0,0,0,0,0,0,0,49,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
digitaltrust,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,43,0,0,50,0,55,0,0,0,0,0,0
divami,0,70,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,62,0,70,0,0,0,0,0,0,0
divami,0,74,0,0,0,0,0,0,0,0,0,0,69,0,0,74,0,0,0,0,0,0,0,0,0,81,0,0,0,0
divami,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,81,0,73,0,57,0,0,0,0,0,0,0,0
divami,0,0,0,0,0,0,0,0,0,0,0,55,65,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
divami,0,0,0,0,0,79,0,0,0,0,0,89,91,0,0,92,0,0,0,0,0,0,0,0,0,0,94,0,0,0
dxc,0,85,0,0,0,0,0,0,0,0,0,78,75,0,0,0,0,0,65,65,64,0,0,0,0,0,0,0,0,0
dxc,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,93,0,0,0,0,88,0,0,0,0,0,0
dxc,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,54,0,0,0,0,0,0,0,0,0,0
dxc,0,70,0,0,0,0,0,0,0,0,0,83,89,91,0,0,0,78,92,0,0,0,0,80,0,0,0,0,0,0
dxc,0,81,0,0,0,61,0,0,0,0,0,0,42,0,0,0,0,0,0,53,48,39,0,0,0,0,0,0,0,0
dxc,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,41,39,0,0,0
dxc,32,25,0,0,0,0,0,0,0,0,0,21,35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
dxc,44,40,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,68,0,83,0,0,0,0,0,94,0,0
dxc,80,77,0,78,0,85,0,0,0,0,0,81,93,0,0,0,0,0,79,0,0,76,0,63,0,0,0,0,0,0
dxc,57,48,0,0,0,0,0,0,0,0,0,62,0,0,0,69,0,0,0,0,0,0,0,0,0,61,44,0,0,0
dxc,0,58,0,0,0,0,0,0,0,0,0,43,48,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
dxc,51,43,0,0,0,0,0,0,0,0,0,37,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
dxc,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
dxc,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0
dxc,32,28,0,0,0,0,0,0,0,0,0,35,42,52,0,0,0,0,0,69,0,65,0,0,0,0,0,48,0,0
dxc,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,77,0,0,0,0,0,0
dxc,0,73,0,69,0,0,0,0,0,0,0,81,81,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
dxc,61,69,0,0,0,69,0,0,0,0,0,68,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
dxc,0,90,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,75,0,0
dxc,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,67,0
dxc,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,59,0,0,0,0
dxc,0,70,0,70,0,0,0,0,0,0,0,0,79,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0
dxc,0,73,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
dxc,65,75,0,0,0,0,0,0,0,0,0,93,90,0,0,0,0,0,0,95,80,0,0,0,0,0,0,0,0,0
dxc,89,91,0,91,0,0,0,0,0,0,0,81,90,0,0,0,0,0,91,0,79,0,0,0,0,0,0,0,0,0
dxc,0,89,0,0,0,0,0,0,0,0,0,78,0,0,0,0,82,0,0,0,0,0,0,0,0,72,0,0,0,0
dxc,0,78,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,75,69,0,0,0,66,0,0,0,0,0,0
dxc,82,73,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,79,0,0,88,0,0,0,0,0,0,0,0
dxc,0,93,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,72,0,0,0,0,57,0,0,0,0,0,0
dxc,68,50,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,49,0,0
dxc,0,44,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,45,35,0,0,0,0,34,0,0,0,0,0,0
dxc,0,46,0,0,0,0,0,0,0,0,0,44,40,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
dxc,0,19,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0
dxc,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,24,0,11,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,31,24,0,0,0,0,0,0,21,0,0
dxc,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,11,0,0,0,26,0,0,28,0,0,0,0
dxc,0,28,0,20,0,0,0,0,0,0,0,22,0,0,0,0,0,0,29,0,0,0,0,39,0,0,0,0,0,0
dxc,35,46,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,61,71,0,56,0,0,0,0,0,0,0,0
dxc,0,48,0,0,42,0,0,0,0,0,0,58,0,0,0,0,0,0,63,0,0,0,0,63,0,0,0,0,0,0
dxc,0,68,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,85,0,0,0,0,0
dxc,0,87,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,70,0,0,0,0,0,0,0,0,0,79,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,74,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,65,0,81,0,0,0,0,0,0,75,77
dxc,80,87,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0
dxc,0,82,0,0,0,0,0,0,0,0,0,90,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0
dxc,0,82,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,70,78,0,0,0,0,87,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,93,0,82,0,0,0,95,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,80,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
dxc,0,74,0,0,0,0,0,0,0,0,0,69,66,0,0,0,0,62,0,0,0,0,48,38,0,0,0,0,0,0
dxc,0,39,0,0,0,38,0,0,0,0,0,27,0,0,0,0,0,28,0,16,0,27,0,0,25,0,0,0,0,0
dxc,0,17,0,0,11,13,13,0,10,25,0,23,0,0,0,0,0,0,0,27,27,38,0,0,0,0,0,0,0,0
dxc,47,39,0,38,0,0,0,0,0,0,0,44,37,0,0,0,0,18,0,0,0,0,20,0,16,0,0,0,0,0
dxc,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,25,0,0,0,0,0,0,0,0,0,39
dxc,33,16,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,16,0,0,0,0,0,29,0,0,0,0,0
dxc,0,18,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,16,18,0,0,0,0,0,0,0,0
dxc,32,30,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,52,0,0,0,0,0,0,0,0
dxc,0,59,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,37,32,0,0,0,27,0
dxc,0,33,0,0,0,0,0,0,0,0,0,42,38,0,0,44,52,0,0,0,0,0,0,0,0,58,0,0,0,0
dxc,0,55,0,0,0,0,0,0,0,0,0,74,61,0,0,0,0,0,73,0,0,0,0,0,0,0,0,58,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,61,0,48,0,0,0,0,0,0,0,0
dxc,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,54,62,59,0,67,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,75,0,0,0,0,0,0,71,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,51,0,0,0,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
dxc,53,40,0,0,0,0,0,0,0,0,0,47,0,0,0,0,37,0,0,0,0,0,0,0,0,0,25,0,0,0
dxc,16,18,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,17,10,17,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
dxc,0,17,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,21,0,0,0,0,8,0,0,0,0,0,0
dxc,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,11,2,12,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,19,0
dxc,17,29,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
dxc,0,20,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,39,0,0
dxc,0,27,0,21,0,9,0,0,0,0,0,8,18,0,0,0,0,0,0,0,35,0,0,0,0,0,0,32,0,0
dxc,0,25,0,33,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
dxc,0,65,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,51,0,0,0,0,0,0,49,0,0,0,0,0
dxc,52,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,40,26,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
dxc,55,48,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,77,70,0,0,0
dxc,0,83,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
dxc,0,77,0,0,0,0,0,0,0,0,0,58,0,0,0,51,0,0,0,0,0,0,0,0,0,46,0,0,0,0
dxc,51,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,74,57,0,0,0,0,0,0,0,0,0
dxc,60,57,0,72,0,0,0,0,0,0,0,70,0,0,0,56,0,0,0,0,0,0,0,0,0,0,63,0,0,0
dxc,52,0,0,0,42,53,38,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
dxc,40,0,0,0,47,51,42,0,0,0,0,54,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,56,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,71,0,0,63,0,46,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,58,62,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,89,0,0,0,0,0,0,0,0,89,0,0,0,0
dxc,94,0,0,0,94,90,82,0,0,0,0,77,0,0,0,0,0,0,70,0,0,58,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,36,0,0,0,45,49,0
dxc,49,0,0,0,35,25,21,0,0,0,0,32,0,0,0,0,0,0,35,0,0,0,0,53,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,42,41,45,0,0,0,0,0,0,0,0,0
dxc,39,0,0,0,0,0,48,0,0,0,0,35,0,0,0,0,0,0,40,0,0,0,0,0,30,0,0,34,0,0
dxc,51,0,0,0,0,0,60,0,0,0,0,63,63,60,0,0,0,0,0,0,0,0,0,72,0,0,0,79,0,0
dxc,0,82,0,0,0,0,77,0,0,0,0,87,79,0,0,0,0,0,0,0,0,75,0,0,76,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,48,0,0,0
dxc,44,0,0,0,0,0,59,0,0,0,0,0,61,41,0,37,0,0,39,0,0,0,41,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,35,38,33,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,26,7,6,0,0,0,0,15,19,0,15,0,0,0,0,0,0,0,0
dxc,29,0,0,0,0,36,44,0,0,0,0,31,0,0,0,27,13,0,0,0,0,0,0,0,0,0,13,0,0,0
dxc,27,0,0,0,0,0,44,0,0,0,0,56,0,0,0,0,0,0,55,0,0,0,0,70,0,0,0,0,0,0
dxc,0,57,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
dxc,0,0,0,0,0,67,0,0,56,0,0,0,0,0,0,0,0,0,0,0,74,0,78,0,73,0,0,0,0,0
dxc,83,82,0,0,0,94,0,0,79,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dxc,53,0,0,0,0,46,0,0,41,0,0,31,43,49,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
dxc,40,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,13,0,0,0
dxc,1,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,19,0,0,23,0,0,0,0,0,0
dxc,29,0,0,0,0,19,0,0,0,0,34,0,0,0,0,0,0,0,0,33,0,18,0,0,0,0,0,0,0,0
dxc,18,0,0,0,0,0,0,14,0,0,0,24,14,15,0,0,0,0,0,4,0,12,0,0,0,0,0,0,6,21
dxc,17,0,0,0,0,0,0,31,0,0,0,42,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
dxc,39,32,0,19,0,28,0,33,0,0,0,0,0,0,0,0,37,0,32,0,0,0,32,0,0,0,0,0,0,0
dxc,36,0,0,0,0,0,0,38,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
dxc,16,0,0,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
dxc,1,0,0,0,0,0,0,21,0,0,0,24,19,27,0,0,0,0,0,0,0,14,0,0,25,0,0,0,0,0
dxc,0,0,0,0,0,0,0,33,0,0,0,41,46,33,0,0,0,0,0,49,0,45,0,0,44,0,0,0,0,0
dxc,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
dxc,55,0,0,0,0,53,58,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,52,33,0,0,0
dxc,44,43,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,32,26,0,0,0,35,0,0
dxc,42,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,49,0,0,0,0,30,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
dxc,11,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,29,0,0
dxc,31,0,0,0,0,46,0,0,0,0,0,39,0,0,0,0,0,36,41,0,0,0,0,53,0,0,0,0,0,0
dxc,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,47,0,0,0,29,0,0,0
dxc,0,0,0,0,0,24,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
dxc,0,46,0,0,0,53,0,0,0,0,0,42,0,0,0,0,0,0,56,0,0,0,62,0,0,53,0,0,0,0
dxc,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,46,0,0,0
dxc,0,0,0,0,0,35,0,0,0,0,0,31,0,0,0,0,0,0,18,19,0,7,13,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,42,0,0,0,0,0,0,0,0,48,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,35,34,0,0,0,0,0,45,0,0,0,45,0,0,43,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
dxc,50,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,50,0,0,0,0,0,55,0,0
dxc,68,0,0,0,0,56,0,0,0,0,0,49,51,0,0,0,59,0,0,0,0,0,0,0,0,62,71,0,0,0
dxc,72,0,0,0,0,65,0,0,0,0,0,69,66,64,0,0,61,0,0,0,0,0,0,0,0,0,53,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,53,0,43,0,33,0,22,0,0,0,0,0,0
dxc,0,0,0,0,0,14,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,0,15,0,24,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,15,0,0,0,0,0,1,8,0,0,0,0,0,15,0,0,0,22,0,0,0,29,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,15,11,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,14,0,0,11,0,0,0,11,0,0,3,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,27,0,0,0,0,0,20,0,0,0,0,0,0,38,0,0,0,46,0,0,63,67,0,0,0
dxc,0,0,0,0,0,70,0,0,0,0,0,74,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,76,0,0,0,0,0,64,75,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,75,74,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,65,56,54,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,46,0,0,0,0,0,0,0,0,51,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,47,0,0,43,0,0,0,56,0,0,0,62,0,0,0
dxc,0,0,0,0,54,0,0,0,0,0,0,65,0,0,0,0,0,0,54,0,0,49,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,29,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,26,16,0,0,0,0,23,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
dxc,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,11,14,0,22,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,35,0,0,0,0,16,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,13,26,23,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,25,0,0,0,0,28,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,32,41,0,0,0,0,0,33,23,0,17,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dxc,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,10,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,28,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
dxc,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,31,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
dxc,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,43,0,0,0,0,40,58,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,46,0,48,0,0,60,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,49,61,55,0,65,68,0,0,0,0,0,0,0,0,0,0,0,0,0
dxc,0,0,0,0,0,0,0,0,0,0,0,56,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
dxc,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,73,0,0,0,0,0,73,0,0,0,0,0,0
